City,Cloudiness,Country,Date / Time,Humidity,Lat,Lon,Max Temp,Wind Speed
Velsk,88,RU,2017-10-29 18:23:31 PM,93,61.07,42.1,29.77,8.88
Ujjain,0,IN,2017-10-29 18:23:31 PM,49,23.18,75.77,59.11,2.84
Strabychovo,56,UA,2017-10-29 18:23:32 PM,90,48.39,22.54,37.74,11.9
Kubuta,0,SZ,2017-10-29 17:00:00 PM,82,-26.88,31.48,57.2,9.17
Haverfordwest,0,GB,2017-10-29 16:50:00 PM,87,51.8,-4.97,44.6,8.05
Huaraz,92,PE,2017-10-29 18:23:33 PM,95,-9.53,-77.53,41.2,2.39
Holesov,40,CZ,2017-10-29 18:00:00 PM,65,49.33,17.58,41.0,10.29
Soleuvre,0,LU,2017-10-29 18:00:00 PM,93,49.53,5.94,39.2,5.82
Piliscsaba,40,HU,2017-10-29 18:00:00 PM,87,47.63,18.83,42.8,19.46
La Gomera,40,GT,2017-10-29 18:00:00 PM,74,14.08,-91.05,84.2,6.93
Bohodukhiv,75,UA,2017-10-29 17:30:00 PM,87,50.16,35.53,44.6,15.66
Myski,88,RU,2017-10-29 18:23:34 PM,90,53.71,87.8,30.09,7.09
Godfrey,75,US,2017-10-29 18:15:00 PM,36,38.96,-90.19,53.6,8.05
Bucovat,0,RO,2017-10-29 18:00:00 PM,66,44.3,23.75,48.2,18.34
Rjukan,12,NO,2017-10-29 18:23:36 PM,88,59.88,8.59,28.11,12.24
Targsoru Vechi,0,RO,2017-10-29 18:00:00 PM,76,44.87,25.92,48.2,24.16
Bari Sadri,0,IN,2017-10-29 18:23:36 PM,47,24.42,74.47,63.07,2.17
Corciano,40,IT,2017-10-29 17:50:00 PM,76,43.13,12.29,53.6,3.36
Sumbal,0,IN,2017-10-29 18:23:37 PM,82,34.23,74.63,29.19,2.28
Sortland,75,NO,2017-10-29 17:50:00 PM,100,68.69,15.42,35.6,11.41
Mpulungu,44,ZM,2017-10-29 18:23:38 PM,69,-8.76,31.11,65.95,9.66
Bad Hall,20,AT,2017-10-29 17:50:00 PM,70,48.04,14.21,44.6,24.16
Jidveiu,48,RO,2017-10-29 18:00:00 PM,77,46.22,24.1,46.4,17.22
Abda,0,HU,2017-10-29 18:00:00 PM,70,47.69,17.54,44.6,25.28
Islamey,32,RU,2017-10-29 18:23:39 PM,88,43.68,43.45,37.74,1.16
Friendswood,1,US,2017-10-29 17:55:00 PM,15,29.53,-95.2,71.6,3.36
Mondorf-les-Bains,0,LU,2017-10-29 18:00:00 PM,93,49.51,6.28,39.2,5.82
Agde,0,FR,2017-10-29 18:00:00 PM,62,43.31,3.48,59.0,9.17
Fritzlar,75,DE,2017-10-29 17:20:00 PM,70,51.13,9.28,46.4,9.17
Menuma,1,JP,2017-10-29 17:56:00 PM,55,36.22,139.38,60.8,16.11
Fortaleza,0,BR,2017-10-29 17:00:00 PM,74,-3.72,-38.52,80.6,8.05
Katsikas,36,GR,2017-10-29 18:23:41 PM,97,39.62,20.89,39.18,2.51
Jaswantnagar,0,IN,2017-10-29 18:23:41 PM,78,26.88,78.9,62.8,2.73
Paranga,36,RU,2017-10-29 18:23:41 PM,95,56.7,49.4,37.6,10.11
Ancud,92,CL,2017-10-29 18:23:42 PM,76,-41.87,-73.82,50.74,9.44
Panuco,40,MX,2017-10-29 17:50:00 PM,43,22.05,-98.17,71.6,6.93
Sanino,90,RU,2017-10-29 17:30:00 PM,93,55.59,37.15,42.8,6.71
Narimanov,90,RU,2017-10-29 17:30:00 PM,81,46.69,47.85,51.8,6.71
Mandal,0,IN,2017-10-29 18:23:43 PM,53,25.45,74.57,64.42,1.95
Sint-Pieters-Leeuw,0,BE,2017-10-29 17:50:00 PM,87,50.79,4.25,44.6,5.82
Kot Khai,0,IN,2017-10-29 18:23:44 PM,78,31.12,77.53,41.88,2.95
Cassanayan,56,PH,2017-10-29 18:23:44 PM,100,11.52,123.05,76.12,3.06
Garavuti,0,TJ,2017-10-29 18:23:45 PM,78,37.57,68.45,45.52,2.84
Polje,40,BA,2017-10-29 18:00:00 PM,93,43.88,18.07,57.2,5.82
Sao Joaquim de Bicas,0,BR,2017-10-29 17:00:00 PM,73,-20.05,-44.27,73.4,10.29
Pilot Butte,90,CA,2017-10-29 18:00:00 PM,69,50.47,-104.42,33.8,31.09
Kandrian,32,PG,2017-10-29 18:23:46 PM,98,-6.22,149.55,75.81,2.39
Whitewater,90,US,2017-10-29 17:55:00 PM,45,42.83,-88.73,46.4,8.05
Parla,0,ES,2017-10-29 18:00:00 PM,41,40.24,-3.77,59.0,4.7
Steffisburg,75,CH,2017-10-29 17:50:00 PM,81,46.78,7.63,50.0,5.82
Lianran,40,CN,2017-10-29 17:00:00 PM,81,24.92,102.48,50.0,4.47
Burg,76,DE,2017-10-29 17:20:00 PM,80,51.83,14.15,41.0,8.05
Davidson,80,CA,2017-10-29 18:23:47 PM,49,51.27,-105.98,39.09,27.56
Altagracia de Orituco,44,VE,2017-10-29 18:23:48 PM,48,9.86,-66.38,89.8,4.97
Bauta,40,CU,2017-10-29 17:55:00 PM,61,22.98,-82.55,77.0,13.87
Izumi,75,JP,2017-10-29 17:30:00 PM,58,34.48,135.43,59.0,27.51
Kecsked,0,HU,2017-10-29 17:45:00 PM,70,47.52,18.31,44.6,25.28
Kroya,68,ID,2017-10-29 18:23:49 PM,97,-7.63,109.25,79.99,10.11
Buxton,90,US,2017-10-29 17:56:00 PM,93,43.64,-70.52,57.2,18.34
Malakal,20,SS,2017-10-29 18:23:50 PM,89,9.53,31.66,74.77,2.95
Bewar,0,IN,2017-10-29 18:23:50 PM,85,27.22,79.3,62.58,2.73
Respublika Mordoviya,88,RU,2017-10-29 18:23:51 PM,95,54.5,44.0,36.93,8.55
Pangdan,75,PH,2017-10-29 18:00:00 PM,88,10.23,123.74,77.0,2.24
Solnechnoye,0,RU,2017-10-29 18:23:51 PM,74,43.28,46.51,49.48,3.06
Berghin,40,RO,2017-10-29 18:00:00 PM,65,46.07,23.73,46.4,24.16
Godella,0,ES,2017-10-29 18:00:00 PM,87,39.53,-0.42,59.0,1.12
Ulundi,0,ZA,2017-10-29 18:23:52 PM,70,-28.34,31.42,54.84,3.4
Morgantown,90,US,2017-10-29 18:01:00 PM,93,39.63,-79.96,41.0,5.82
Fizesu Gherlii,75,RO,2017-10-29 18:00:00 PM,52,47.02,23.98,44.6,18.34
Cheran,75,MX,2017-10-29 17:45:00 PM,68,19.68,-101.95,71.6,2.95
Putol,20,PH,2017-10-29 18:00:00 PM,100,13.99,120.73,77.0,2.24
Bystrovka,64,KG,2017-10-29 18:23:54 PM,59,42.78,75.69,30.36,2.17
Pestera,0,RO,2017-10-29 18:00:00 PM,66,44.18,28.13,51.8,27.51
Mogosani,0,RO,2017-10-29 18:00:00 PM,76,44.68,25.4,48.2,24.16
Borova,75,UA,2017-10-29 17:30:00 PM,93,50.18,30.1,42.8,8.95
Kehychivka,92,UA,2017-10-29 18:23:55 PM,97,49.29,35.76,45.48,19.51
Fredrikstad,0,NO,2017-10-29 17:50:00 PM,44,59.22,10.93,41.0,18.34
Cutlerville,90,US,2017-10-29 18:13:00 PM,75,42.84,-85.66,44.6,9.17
La Piedad Cavadas,0,MX,2017-10-29 18:23:56 PM,40,20.35,-102.0,76.44,2.95
Fond du Sac,75,MU,2017-10-29 18:00:00 PM,88,-20.04,57.58,73.4,3.36
Goshen,90,US,2017-10-29 18:15:00 PM,65,41.58,-85.83,44.6,3.36
Barsana,0,IN,2017-10-29 18:23:57 PM,73,27.65,77.38,63.43,2.73
Gataia,0,RO,2017-10-29 18:00:00 PM,75,45.43,21.43,44.6,13.87
Jedburgh,0,GB,2017-10-29 17:50:00 PM,81,55.48,-2.55,44.6,10.29
Longkou,0,CN,2017-10-29 18:23:58 PM,100,37.65,120.33,50.88,9.44
Santa Sofia,92,CO,2017-10-29 18:23:58 PM,98,5.71,-73.6,63.84,1.95
Pagatin,32,PH,2017-10-29 18:23:58 PM,100,6.97,124.48,74.14,5.75
Longniddry,0,GB,2017-10-29 17:50:00 PM,80,55.98,-2.9,41.0,1.12
Stanilesti,40,RO,2017-10-29 18:00:00 PM,70,46.62,28.17,46.4,12.75
Ryugasaki,20,JP,2017-10-29 17:32:00 PM,59,35.9,140.18,64.4,13.87
Santa Luzia,75,BR,2017-10-29 17:00:00 PM,73,-19.77,-43.85,73.4,9.17
Ayia Galini,20,GR,2017-10-29 17:50:00 PM,67,35.1,24.68,62.6,5.82
Ghatampur,0,IN,2017-10-29 18:24:00 PM,70,26.17,80.17,65.23,2.39
Vilcun,92,CL,2017-10-29 18:24:00 PM,98,-38.65,-72.23,41.65,9.66
Aknashen,90,AM,2017-10-29 17:30:00 PM,100,40.1,44.29,44.6,1.12
Bluff,0,NZ,2017-10-29 18:24:01 PM,81,-46.6,168.33,59.43,10.78
Scornicesti,0,RO,2017-10-29 18:00:00 PM,66,44.57,24.55,48.2,18.34
Tinogboc,56,PH,2017-10-29 18:24:02 PM,100,12.01,121.41,81.39,14.25
Coxim,56,BR,2017-10-29 18:24:02 PM,66,-18.51,-54.76,83.68,2.17
Cuautitlan,75,MX,2017-10-29 17:51:00 PM,28,19.67,-99.18,73.4,3.36
Acambay,68,MX,2017-10-29 18:24:03 PM,39,19.96,-99.84,68.38,3.62
Matiri,0,TZ,2017-10-29 18:24:03 PM,91,-10.75,34.9,70.99,7.43
Soimari,0,RO,2017-10-29 18:00:00 PM,76,45.18,26.2,48.2,24.16
Nuevo Ideal,8,MX,2017-10-29 18:24:03 PM,31,24.89,-105.07,73.06,0.94
Gimbi,20,ET,2017-10-29 18:24:04 PM,91,9.17,35.83,58.89,3.06
Upper Demerara-Berbice Region,64,GY,2017-10-29 18:24:04 PM,78,5.5,-58.33,82.38,3.96
Spirovo,92,RU,2017-10-29 18:24:05 PM,95,57.42,34.98,38.32,9.66
Seia,0,PT,2017-10-29 18:24:05 PM,68,40.42,-7.71,46.38,2.51
Malitbog,76,PH,2017-10-29 18:24:05 PM,100,8.53,124.88,70.63,2.73
Somerton,1,US,2017-10-29 17:57:00 PM,10,32.6,-114.71,93.2,4.97
Yaritagua,92,VE,2017-10-29 18:24:06 PM,77,10.08,-69.13,77.74,2.62
Dhilwan,0,IN,2017-10-29 17:30:00 PM,100,31.52,75.35,62.6,2.73
Karatau,92,KZ,2017-10-29 18:24:06 PM,81,43.17,70.47,56.95,11.79
Fontvieille,0,MC,2017-10-29 18:00:00 PM,71,43.73,7.42,59.0,9.17
Petoa,40,HN,2017-10-29 18:00:00 PM,70,15.27,-88.28,84.2,6.93
Medenychi,75,UA,2017-10-29 17:30:00 PM,69,49.43,23.75,39.2,20.13
Karymskoye,0,RU,2017-10-29 18:24:08 PM,62,51.62,114.35,10.29,2.62
Wellington,1,US,2017-10-29 17:53:00 PM,49,26.66,-80.24,71.6,23.04
Cecava,0,BA,2017-10-29 18:00:00 PM,53,44.69,17.77,51.8,6.93
Tourlaville,75,FR,2017-10-29 18:00:00 PM,66,49.64,-1.57,51.8,5.82
Daru,8,SL,2017-10-29 18:24:09 PM,81,7.99,-10.84,76.89,7.09
Meget,0,RU,2017-10-29 17:30:00 PM,92,52.41,104.05,21.2,2.73
Suhum,20,GH,2017-10-29 18:00:00 PM,83,6.04,-0.45,82.4,9.17
Gomez Palacio,5,MX,2017-10-29 17:40:00 PM,22,25.57,-103.5,77.0,4.52
Miyang,0,CN,2017-10-29 18:24:10 PM,90,24.4,103.44,40.12,2.62
Shaturtorf,92,RU,2017-10-29 18:24:10 PM,94,55.57,39.42,39.31,13.24
Himare,20,AL,2017-10-29 17:50:00 PM,87,40.1,19.74,53.6,2.24
Talusan,64,PH,2017-10-29 18:24:11 PM,100,7.43,122.81,82.83,7.43
Oberwil,40,CH,2017-10-29 18:00:00 PM,87,47.51,7.56,48.2,3.36
Tralee,0,IE,2017-10-29 18:24:12 PM,100,52.27,-9.7,44.08,2.95
Ariana,20,TN,2017-10-29 18:00:00 PM,72,36.86,10.19,68.0,10.29
Zambrow,92,PL,2017-10-29 18:24:12 PM,96,52.99,22.24,39.85,25.88
Farmington,1,US,2017-10-29 17:53:00 PM,22,36.73,-108.22,66.2,14.99
Vaiano,20,IT,2017-10-29 17:50:00 PM,93,43.95,11.12,53.6,3.36
Varciorog,32,RO,2017-10-29 18:00:00 PM,75,46.97,22.3,42.8,14.99
Yauya,92,PE,2017-10-29 18:24:14 PM,96,-8.98,-77.3,47.59,2.62
Windsor Locks,90,US,2017-10-29 17:56:00 PM,100,41.93,-72.63,64.4,10.29
Bure,12,ET,2017-10-29 18:20:13 PM,91,10.7,37.07,51.06,2.73
Kampung Ayer Keroh,75,MY,2017-10-29 18:00:00 PM,94,2.27,102.28,75.2,3.36
New Britain,90,US,2017-10-29 18:10:00 PM,93,41.66,-72.78,64.4,12.75
Mendeleyevsk,90,RU,2017-10-29 17:30:00 PM,100,55.91,52.29,42.8,11.18
Vizianagaram,32,IN,2017-10-29 18:24:15 PM,86,18.12,83.42,75.36,7.09
Meaford,75,CA,2017-10-29 18:00:00 PM,100,44.6,-80.58,42.8,3.36
Arvore,0,PT,2017-10-29 18:00:00 PM,76,41.34,-8.72,66.2,4.7
Nivelles,20,BE,2017-10-29 17:50:00 PM,93,50.6,4.33,44.6,3.36
California City,20,US,2017-10-29 17:58:00 PM,8,35.13,-117.99,87.8,3.36
Yverdon-les-Bains,90,CH,2017-10-29 17:50:00 PM,66,46.78,6.64,48.2,3.36
Leczyca,40,PL,2017-10-29 18:00:00 PM,91,52.06,19.2,39.2,13.87
Ban Chang,20,TH,2017-10-29 18:00:00 PM,73,12.73,101.06,75.2,6.93
Igboho,20,NG,2017-10-29 18:24:18 PM,54,8.83,3.75,75.99,6.2
Verkhoturye,92,RU,2017-10-29 18:24:18 PM,91,58.86,60.81,23.2,6.42
Gurmatkal,0,IN,2017-10-29 18:24:18 PM,65,16.87,77.4,70.72,7.43
Abucay,75,PH,2017-10-29 18:00:00 PM,83,14.72,120.54,78.8,8.05
Benin City,20,NG,2017-10-29 18:21:02 PM,76,6.33,5.63,79.09,4.74
Ragusa,0,IT,2017-10-29 17:55:00 PM,77,36.93,14.72,64.4,11.41
Lodwar,48,KE,2017-10-29 18:24:19 PM,65,3.12,35.6,76.21,10.78
Kopeysk,75,RU,2017-10-29 17:30:00 PM,100,55.13,61.68,33.8,13.42
Concepcion,75,PH,2017-10-29 17:00:00 PM,78,15.33,120.67,78.8,5.82
Wilaya de Mostaganem,0,DZ,2017-10-29 18:24:20 PM,89,36.0,0.33,52.63,3.74
Salisbury,0,GB,2017-10-29 17:56:00 PM,93,51.07,-1.8,44.6,1.12
Liloy,12,PH,2017-10-29 18:24:21 PM,100,8.11,122.66,80.8,6.42
Crna na Koroskem,40,SI,2017-10-29 18:00:00 PM,34,46.47,14.85,51.8,8.05
That Phanom,0,TH,2017-10-29 18:00:00 PM,94,16.94,104.71,68.0,2.24
Sremska Mitrovica,0,RS,2017-10-29 18:00:00 PM,70,44.98,19.61,46.4,11.41
San Miguel,75,PH,2017-10-29 17:00:00 PM,78,15.15,120.98,78.8,5.82
Goregaon,56,IN,2017-10-29 18:24:22 PM,82,18.17,73.3,76.89,5.19
Rahuri,0,IN,2017-10-29 18:24:23 PM,79,19.38,74.65,61.27,4.18
Ciudad Acuna,1,MX,2017-10-29 17:53:00 PM,29,29.32,-100.95,71.6,5.82
Zatyshshya,44,UA,2017-10-29 18:24:23 PM,79,47.33,29.87,47.68,15.03
Marmora,90,CA,2017-10-29 18:00:00 PM,93,44.48,-77.68,44.6,11.41
Karabash,92,RU,2017-10-29 18:24:24 PM,99,55.48,60.22,35.49,10.45
Dongdu,0,CN,2017-10-29 18:24:24 PM,71,35.85,117.7,26.26,3.18
Shimo-furano,75,JP,2017-10-29 17:40:00 PM,100,43.35,142.38,39.2,11.41
Florin,1,US,2017-10-29 18:00:00 PM,32,38.5,-121.41,82.4,5.82
Ratangarh,0,IN,2017-10-29 18:24:25 PM,51,28.08,74.6,57.99,2.73
Aksha,0,RU,2017-10-29 18:24:25 PM,61,50.28,113.29,12.58,2.73
Coon Rapids,90,US,2017-10-29 18:15:00 PM,86,45.12,-93.29,46.4,5.82
Tezoyuca,75,MX,2017-10-29 17:51:00 PM,28,19.59,-98.92,73.4,3.36
Kapatan,44,PH,2017-10-29 18:24:26 PM,100,5.9,125.24,72.97,2.73
Arlington,1,US,2017-10-29 17:57:00 PM,16,32.74,-97.11,78.8,8.05
Sassari,75,IT,2017-10-29 17:50:00 PM,63,40.73,8.56,64.4,11.41
Pajacuaran,0,MX,2017-10-29 18:24:27 PM,45,20.12,-102.57,77.79,3.18
Aga,20,PH,2017-10-29 18:00:00 PM,100,14.1,120.8,77.0,2.24
Campbell River,90,CA,2017-10-29 18:00:00 PM,28,50.02,-125.24,68.0,10.29
Binubusan,44,PH,2017-10-29 18:24:28 PM,100,13.96,120.64,80.62,11.12
Stupari,0,BA,2017-10-29 18:00:00 PM,87,44.31,18.68,42.8,2.24
Karymskoye,0,RU,2017-10-29 18:24:29 PM,62,51.62,114.35,10.29,2.62
Ambositra,92,MG,2017-10-29 18:24:29 PM,100,-20.52,47.25,56.68,6.64
Pio XII,32,BR,2017-10-29 18:24:29 PM,82,-3.83,-45.15,80.53,9.33
Tungi,75,BD,2017-10-29 18:00:00 PM,83,23.89,90.41,71.6,5.41
Miguel Alves,76,BR,2017-10-29 18:24:30 PM,34,-4.17,-42.9,94.53,3.18
Massakory,32,TD,2017-10-29 18:24:30 PM,24,13.0,15.73,76.98,8.99
Roxas,92,PH,2017-10-29 18:24:30 PM,100,17.12,121.62,70.86,4.63
San Remo,0,IT,2017-10-29 18:00:00 PM,87,43.82,7.76,59.0,6.93
Pribor,40,CZ,2017-10-29 18:00:00 PM,65,49.64,18.14,41.0,10.29
Vozuca,0,BA,2017-10-29 18:00:00 PM,87,44.36,18.36,42.8,2.24
Doesburg,75,NL,2017-10-29 17:55:00 PM,100,52.01,6.14,44.6,4.7
Gura Humorului,40,RO,2017-10-29 18:00:00 PM,80,47.55,25.9,39.2,26.4
Milcoiu,24,RO,2017-10-29 18:24:33 PM,63,45.05,24.47,44.62,12.46
Nordhausen,20,DE,2017-10-29 17:50:00 PM,86,51.52,10.8,41.0,17.22
Belo Horizonte,75,BR,2017-10-29 17:00:00 PM,73,-19.92,-43.94,73.4,9.17
Rock Hill,40,US,2017-10-29 17:55:00 PM,53,34.92,-81.03,53.6,12.75
Alcala la Real,0,ES,2017-10-29 18:00:00 PM,81,37.46,-3.92,53.6,1.12
Xinye,0,CN,2017-10-29 18:24:34 PM,81,32.52,112.35,40.66,2.84
Kheda,0,IN,2017-10-29 18:30:00 PM,53,22.75,72.68,75.2,2.62
Tulghes,48,RO,2017-10-29 18:24:35 PM,82,46.95,25.77,35.04,9.66
Kitros,0,GR,2017-10-29 17:50:00 PM,65,40.38,22.58,46.4,3.36
Lyubech,92,UA,2017-10-29 18:24:35 PM,97,51.7,30.66,42.1,12.24
Mets Masrik,0,AM,2017-10-29 18:24:36 PM,72,40.22,45.77,44.08,16.37
Yamasaki,75,JP,2017-10-29 17:30:00 PM,54,35.0,134.55,57.2,29.97
Monteprandone,0,IT,2017-10-29 17:50:00 PM,66,42.92,13.84,55.4,5.82
Bodo,75,NO,2017-10-29 17:50:00 PM,80,67.28,14.4,35.6,13.87
Ipinda,88,TZ,2017-10-29 18:24:37 PM,56,-9.48,33.9,74.46,6.64
Gyorujbarat,0,HU,2017-10-29 18:00:00 PM,70,47.61,17.65,44.6,25.28
Milas,80,RO,2017-10-29 18:00:00 PM,94,46.82,24.43,44.6,17.22
Solotcha,92,RU,2017-10-29 18:24:38 PM,94,54.79,39.84,38.77,12.46
Bikramganj,0,IN,2017-10-29 18:24:38 PM,80,25.2,84.25,66.49,2.73
Cabra,24,PH,2017-10-29 18:24:39 PM,100,13.89,120.05,82.24,12.12
Folsom,1,US,2017-10-29 18:00:00 PM,31,38.68,-121.18,82.4,3.36
Muroran,75,JP,2017-10-29 17:10:00 PM,66,42.32,140.99,48.2,18.34
Chene-Bougeries,75,CH,2017-10-29 18:00:00 PM,81,46.2,6.19,51.8,2.24
Agdam,0,AZ,2017-10-29 18:24:40 PM,60,39.99,46.93,47.01,3.62
Eqbaliyeh,0,IR,2017-10-29 17:30:00 PM,74,35.3,51.54,66.2,4.7
Ejmiatsin,90,AM,2017-10-29 17:30:00 PM,100,40.17,44.29,44.6,1.12
Butuan,24,PH,2017-10-29 18:24:41 PM,100,8.95,125.54,74.19,3.62
Plonsk,20,PL,2017-10-29 18:00:00 PM,97,52.62,20.38,39.2,14.99
Karabudakhkent,20,RU,2017-10-29 17:30:00 PM,93,42.71,47.57,51.8,6.71
Lugasu de Jos,32,RO,2017-10-29 18:00:00 PM,75,47.07,22.35,42.8,14.99
Krasnyy Posëlok,90,RU,2017-10-29 17:30:00 PM,93,56.12,38.15,42.8,6.71
Vetas,92,CO,2017-10-29 18:24:43 PM,100,7.31,-72.87,54.52,0.72
Elias Fausto,75,BR,2017-10-29 17:00:00 PM,69,-23.04,-47.37,75.2,5.82
Malidong,64,PH,2017-10-29 18:24:44 PM,96,13.01,123.46,73.83,2.84
Guepsa,92,CO,2017-10-29 18:24:44 PM,98,6.03,-73.57,63.84,1.95
Oregon City,90,US,2017-10-29 17:56:00 PM,87,45.36,-122.61,57.2,3.36
Yanam,0,IN,2017-10-29 18:24:45 PM,73,16.73,82.22,79.14,11.01
Owasso,1,US,2017-10-29 17:55:00 PM,28,36.27,-95.85,69.8,10.29
Winchendon,90,US,2017-10-29 18:12:00 PM,93,42.69,-72.04,62.6,11.41
Ayios Nikolaos,20,GR,2017-10-29 17:50:00 PM,63,38.42,23.65,62.6,8.55
Kipalbig,20,PH,2017-10-29 18:24:46 PM,100,6.41,124.92,71.35,2.73
Santa Ana,0,MX,2017-10-29 18:23:47 PM,20,30.55,-111.12,84.76,10.22
Charleston,1,US,2017-10-29 17:55:00 PM,47,32.78,-79.93,55.4,23.04
Podstepki,90,RU,2017-10-29 17:30:00 PM,100,53.52,49.14,46.4,6.71
Vasvar,0,HU,2017-10-29 17:45:00 PM,56,47.05,16.8,44.6,18.34
Lagodekhi,75,GE,2017-10-29 17:00:00 PM,76,41.83,46.28,55.4,4.7
Aniche,75,FR,2017-10-29 18:00:00 PM,93,50.33,3.25,42.8,6.93
Ayacucho,75,PE,2017-10-29 18:00:00 PM,77,-13.16,-74.22,59.0,9.17
Libuganon,75,PH,2017-10-29 18:00:00 PM,94,7.35,125.78,75.2,2.24
Grand-Santi,20,GF,2017-10-29 18:24:49 PM,57,4.25,-54.38,88.45,3.4
Olaine,90,LV,2017-10-29 17:50:00 PM,86,56.79,23.94,41.0,14.99
San Pablo Villa de Mitla,90,MX,2017-10-29 17:49:00 PM,44,16.92,-96.4,75.2,5.82
Piacenza,0,IT,2017-10-29 17:55:00 PM,93,45.05,9.7,59.0,12.46
Vicuna,0,CL,2017-10-29 17:00:00 PM,55,-30.03,-70.71,60.8,10.29
Surendranagar,0,IN,2017-10-29 18:24:51 PM,52,22.7,71.68,66.94,2.73
San José de Chiquitos,0,BO,2017-10-29 18:24:51 PM,59,-17.85,-60.75,87.33,17.72
Biharamulo,76,TZ,2017-10-29 18:24:51 PM,94,-2.63,31.31,61.27,3.62
Kremasti,20,GR,2017-10-29 17:50:00 PM,59,36.41,28.12,62.6,10.29
Ip,8,RO,2017-10-29 18:00:00 PM,75,47.23,22.65,42.8,23.04
Gansing,20,PH,2017-10-29 18:24:53 PM,100,6.74,124.66,71.35,2.73
Jorhat,92,IN,2017-10-29 18:24:53 PM,88,26.75,94.22,67.12,5.86
Sachica,92,CO,2017-10-29 18:24:53 PM,99,5.58,-73.54,53.98,2.73
Gastouni,75,GR,2017-10-29 17:50:00 PM,71,37.85,21.25,60.8,4.7
Lysyye Gory,64,RU,2017-10-29 18:24:54 PM,85,51.55,44.84,34.81,4.63
Rucheng,0,CN,2017-10-29 18:24:54 PM,70,32.39,120.56,43.81,12.68
Chiang Mai,20,TH,2017-10-29 17:30:00 PM,83,18.79,98.98,73.4,2.39
Luorong,0,CN,2017-10-29 18:24:55 PM,58,24.41,109.61,60.64,12.01
Maguling,48,PH,2017-10-29 18:24:55 PM,100,6.09,124.4,80.44,3.06
Dinghai,0,CN,2017-10-29 17:00:00 PM,63,26.28,119.79,66.2,20.13
Esterhazy,88,CA,2017-10-29 18:24:56 PM,65,50.65,-102.08,36.21,24.09
Dragalina,76,RO,2017-10-29 18:24:56 PM,74,44.43,27.32,53.31,23.87
Walnut Creek,1,US,2017-10-29 17:58:00 PM,46,37.91,-122.06,75.2,8.05
Lisiy Nos,90,RU,2017-10-29 17:30:00 PM,93,60.02,30.02,37.4,5.53
Naushki,12,RU,2017-10-29 18:24:57 PM,70,50.38,106.11,19.78,2.73
Krasnogorsk,90,RU,2017-10-29 17:30:00 PM,93,55.82,37.32,42.8,6.71
Uvarovka,92,RU,2017-10-29 18:24:58 PM,96,55.53,35.61,40.53,11.45
Lakhnadon,8,IN,2017-10-29 18:24:58 PM,50,22.6,79.6,70.36,2.84
Maybole,20,GB,2017-10-29 17:50:00 PM,86,55.35,-4.68,33.8,2.24
